place_liste,nom,voix,pourcent_liste,position_elu,elu,place_positionelu,commune,NIS/INS code,Province,parti,liste,lien
17,KOUPRIANOFF Laetitia,29,2.22,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
18,PIRSON Gregory,33,2.52,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
19,CHASLIN - CHOUFFART Dominique,27,2.07,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
20,ROLAND Joëlle,32,2.45,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
21,MERCIER Christian,38,2.91,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
22,DELORGE - MARQUET Paulette,44,3.37,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
23,LEPLAT Pascal,58,4.44,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
1,SCHUMACHER Nikolaus,1.357,14.88,1,oui,0,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
2,CURNEL Nicole,466,5.11,2,oui,0,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
3,MERTES Norbert,473,5.19,8,oui,-5,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
4,MASSON Sabina,424,4.65,11,oui,-7,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
5,PAUELS Franz,459,5.03,9,oui,-4,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
6,TRANTES Walburga,395,4.33,,non,,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
7,WIESEMES Stephan,528,5.79,6,oui,1,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
8,SCHMATZ Virginie,403,4.42,,non,,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
9,DURBEN Stefan,420,4.61,12,oui,-3,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
10,BERENS Pia,348,3.82,,non,,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
11,STOFFELS Edmund,724,7.94,4,oui,7,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
12,van der PUTTEN Elisabeth,368,4.04,,non,,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
13,THOMÉ Marcel,527,5.78,7,oui,6,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
14,METLEN Ingrid,366,4.01,,non,,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
15,MARQUET Karl,557,6.11,5,oui,10,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
16,VEITHEN Monika,458,5.02,10,oui,6,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
17,WIESEMES Erik,844,9.26,3,oui,14,Amel,63001,Liège,GI-Amel,AMBLÈVE/GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
1,ORTMANNS Peter,462,11.11,1,oui,0,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
2,JODOCY Elisabeth,301,7.24,4,oui,-2,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
3,MÜLLER Berthold,366,8.8,2,oui,1,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
4,BRÜHL Pascal,281,6.76,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
5,HILGERS Renate,222,5.34,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
6,SCHOMMERS Wilfried,224,5.39,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
7,HENNES Michael,269,6.47,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
8,LAMBERTZ Hélène,210,5.05,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
9,HALMES Alexandra,190,4.57,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
10,GRIEVEN Andrea,190,4.57,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
11,KOHNEN Paul,175,4.21,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
12,FAYMONVILLE Marcel,150,3.61,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
13,KIRENS Gisela,174,4.18,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
14,DAVIDS Marie-Christine,190,4.57,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
15,MATTENS Maria,173,4.16,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
16,ARENS Frédéric,336,8.08,3,oui,13,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
17,SCHRÖDER Stephan,246,5.91,,non,,Amel,63001,Liège,GZ-MACH MIT!,AMBLÈVE/GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
1,AUTMANNS Rainer,324,15.56,1,oui,0,Amel,63001,Liège,B.I.,AMBLÈVE/B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
2,PLOTTES Nadine,168,8.07,,non,,Amel,63001,Liège,B.I.,AMBLÈVE/B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
3,JENNIGES Lothaire,207,9.94,,non,,Amel,63001,Liège,B.I.,AMBLÈVE/B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
4,DAVID Jérôme,229,11,,non,,Amel,63001,Liège,B.I.,AMBLÈVE/B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
5,VERMEULEN geb. ADORF Heike,165,7.93,,non,,Amel,63001,Liège,B.I.,AMBLÈVE/B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
6,WEYNAND Ronny,196,9.41,,non,,Amel,63001,Liège,B.I.,AMBLÈVE/B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
7,ROBERT Pascal,173,8.31,,non,,Amel,63001,Liège,B.I.,AMBLÈVE/B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
8,MERTENS Manuel,155,7.44,,non,,Amel,63001,Liège,B.I.,AMBLÈVE/B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
9,BOTTA-DITTRICH Antje,149,7.16,,non,,Amel,63001,Liège,B.I.,AMBLÈVE/B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
10,CLASSEN Christina,162,7.78,,non,,Amel,63001,Liège,B.I.,AMBLÈVE/B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
11,DELL Laila,154,7.4,,non,,Amel,63001,Liège,B.I.,AMBLÈVE/B.I.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_296.html
1,DOUMONT Hugues,590,10.6,1,oui,0,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
2,CORNET Cécile,375,6.74,2,oui,0,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
3,ALVAREZ José Ricardo,183,3.29,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
4,VOETS Martine,199,3.58,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
5,DELTOMBE Lionel,270,4.85,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
6,STASSE Patricia,274,4.92,3,oui,3,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
7,DERÈSE Nicolas,202,3.63,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
8,HELLIN Emmanuelle,193,3.47,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
9,FALQUE Gautier,174,3.13,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
10,LOUTZ Sylvie,159,2.86,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
11,ROUCHET Francis,167,3,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
12,MATHIEU Audrey,235,4.22,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
13,BONANNO Giuseppe,133,2.39,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
14,SEPULCHRE Christine,164,2.95,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
15,NAJI Soufiane,172,3.09,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
16,DELAIRE Blondine,125,2.25,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
17,HUET Marcel,121,2.17,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
18,DEWEZ Caroline,152,2.73,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
19,DUJARDIN Régis,111,1.99,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
20,GOBLET Madeleine,158,2.84,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
21,MERTENS Jean-Jacques,109,1.96,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
22,HALLEUX Florence,171,3.07,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
23,FURNELLE Vincent,138,2.48,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
24,DURIEUX Ginette,140,2.52,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
25,VOLCHER Sébastien,120,2.16,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
26,TAVERNE Francine,131,2.35,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
27,DELORY Jean-Luc,187,3.36,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
28,DRESE Pauline,216,3.88,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
29,TOUSSAINT Pascale,195,3.5,,non,,Andenne,92003,Namur,ECOLO,ANDENNE/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_9.html
1,EERDEKENS Claude,3.730,14.56,1,oui,0,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
2,MALISOUX Elisabeth,1.658,6.47,2,oui,0,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
3,SAMPAOLI Vincent,3.066,11.97,3,oui,0,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
4,HAVELANGE Guy,1.343,5.24,5,oui,-1,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
5,CRUSPIN Sandrine,1.317,5.14,7,oui,-2,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
6,SORÉE Yves,845,3.3,10,oui,-4,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
7,SIMON - CASTELLAN Rose,789,3.08,11,oui,-4,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
8,BADOT Christian,926,3.62,9,oui,-1,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
9,MONJOIE - PAQUOT Marina,503,1.96,18,oui,-9,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
10,PIERARD Melissa,401,1.57,,non,,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
11,HENROTAUX André,366,1.43,,non,,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
12,VERBIEST Etienne,296,1.16,,non,,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
13,MAUGUIT Marie-Christine,549,2.14,14,oui,-1,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
14,DELAITE Maxime,505,1.97,17,oui,-3,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
15,DOINO Patrizia,346,1.35,,non,,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
16,LEROY Suzanne,241,0.94,,non,,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
17,RASQUIN Philippe,699,2.73,12,oui,5,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
18,GIOT Claude,514,2.01,16,oui,2,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
19,COSTANTINI Benjamin,1.321,5.16,6,oui,13,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
20,POGGIANA - CHIARADIA Domenica Lina,475,1.85,19,oui,1,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
21,BELHACHMI Kamilia,677,2.64,13,oui,8,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
22,SPAGNUOLO Anna,326,1.27,,non,,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
23,JOYEUX Danielle,474,1.85,,non,,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
24,MARTIN Nancy,379,1.48,,non,,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
25,PIRARD Kevin,546,2.13,15,oui,10,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
26,DUCHATEAU Anne-Marie,284,1.11,,non,,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
27,FRANCKINIOULLE Joël,445,1.74,,non,,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
28,DECHAMPS Michel,1.096,4.28,8,oui,20,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
29,VERBORG Francis,1.493,5.83,4,oui,25,Andenne,92003,Namur,P.S.,ANDENNE/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_3.html
1,MATTART Philippe,672,9.69,1,oui,0,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
2,GERMAIN - LEBLANC Carine,372,5.36,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
3,ADANS Nicolas,223,3.22,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
4,JACQUES - STORME Emmanuelle,265,3.82,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
5,MATTART Christian,373,5.38,4,oui,1,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
6,PHILIPPART Françoise,380,5.48,3,oui,3,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
7,MARTIN Guillaume,287,4.14,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
8,GILIS - BRASSEUR Marie,183,2.64,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
9,DAGNIES Jeremy,139,2,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
10,TRUFIN Caroline,278,4.01,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
11,DACHET Dylan,261,3.76,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
12,JACOBS - DACHET Géraldine,242,3.49,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
13,LIBERT Benoit,165,2.38,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
14,WALLET Isabelle,197,2.84,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
15,CLÉRISSE Nicolas,166,2.39,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
16,MOLLO Angélina,110,1.59,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
17,MARINO Giuseppe,112,1.62,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
18,STEUX - LEGRAND Françoise,218,3.14,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
19,LOUIS Bernard,226,3.26,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
20,DRIF - SALEK Nora,130,1.87,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
21,GILLET Emmanuel,220,3.17,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
22,PINEUX - MOUZON Huguette,159,2.29,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
23,ZACHARY Fernand,119,1.72,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
24,AUDEVAL - GEERTS Jeannine,168,2.42,,non,,Andenne,92003,Namur,C.D.H. - I.C.,ANDENNE/C.D.H. - I.C.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92003_332.html
