Nr.,nom,voix,elu,commune,parti,lien
17,de Talhouët Diane,143,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
18,Diallo Elhadj Moussa,260,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
19,Wagner Lucie,92,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
20,Izoard Théau,155,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
21,Malherbe Audrey,56,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
22,Hourani Laurent,56,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
23,Angerer Eve-Marie,65,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
24,Oger Jean-Pierre,56,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
25,Hountikpo Rosine,73,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
26,Debusschere Antoine,120,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
27,de Villenfagne Anne-Françoise,86,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
28,Essatibi Mostapha,190,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
29,Decupere Barbara,45,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
30,Nicolas Stéphane,135,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
31,Maroy Anne-Sylvie,93,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
32,Habimana Jean-Pierre,57,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
33,Iskandar Laila,96,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
34,Wei Victor,84,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
35,Laskowska Malgorzata,48,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
36,Paschael Nicolas,51,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
37,Van Aerschot Carinne,58,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
38,Leysen Gaëtan,91,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
39,Nehlig Gwenaëlle,62,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
40,Stappaerts Didier,54,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
41,Degryse Elisabeth,130,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
42,Moraine Yves,124,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
43,Roba-Rabier Catherine,475,,Anderlecht,CDH,http://bru2018.brussels/fr/results/municipalities/6086/lists/199.html
1,Wyngaard Thibaud,2592,1,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
2,De Brouwer Maëlle,1539,2,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
3,Minet Serge,462,3,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
4,Ledan Perrine,915,4,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
5,Lambert-Limbosch François,475,13,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
6,Vandeputte Laurence,700,6,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
7,Godefroid Blaise,555,10,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
8,Gillès de Pelichy Valérie,639,7,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
9,Becker Björn,376,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
10,Egrix Cécile,595,9,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
11,Collin Jean-Pierre,235,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
12,Goetghebuer Lise,852,5,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
13,Franchimont Yannick,285,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
14,Van Neste Caroline,501,11,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
15,Lippens Michel,243,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
16,Alami Fathiya,474,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
17,Bruyninckx Yannick,189,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
18,Kokaj Aleksandra,609,8,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
19,Pétré Maxime,382,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
20,Lahaut-Van den Eynde Yvette,382,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
21,Junqué Mathias,420,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
22,Mekkaoui Fouziya,454,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
23,Tits Frédéric,243,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
24,Ghistelinck Barbara,389,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
25,Royer Stéphane,223,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
26,Masslovsky Natacha,382,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
27,Mouhssin Abdeltife,274,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
28,Marenne Emilie,416,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
29,Wauters Patrick,288,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
30,Ngrime Viviane,374,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
31,Vaccaro Raffaele,415,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
32,Fierens Alice,472,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
33,Parodi Antonio,227,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
34,Parmentier Ingrid,407,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
35,Debdabi Mohamed,271,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
36,Lalvani Silke,330,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
37,Decroix Eric,223,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
38,Ronsmans Anne,368,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
39,Tutino Vincent,170,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
40,Van Nerom-Weemaels Dominique,319,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
41,Ledune Stéphane,243,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
42,Charlier Béatrice,415,,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
43,Desmet Pierrot,488,12,Anderlecht,ECOLO - GROEN,http://bru2018.brussels/fr/results/municipalities/6086/lists/31.html
1,De Bock Emmanuel,1077,1,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
2,Maison Joëlle,1110,2,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
3,Spelkens Jacques,176,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
4,Fraiteur Béatrice,727,3,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
5,Praet Jean-Claude,246,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
6,Margaux Odile,428,4,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
7,Clumeck Nicolas,335,5,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
8,Denaigre Pascale,204,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
9,Vandenbosch David,130,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
10,Haumont Yaël,260,6,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
11,Dumoulin Sacha,181,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
12,Roos Alexandra,197,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
13,Meire Olivier,87,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
14,Bonfiglio Joëlle,162,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
15,de Harven François,190,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
16,Stichelbaut Anne-Sophie,208,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
17,Mizrahi David,155,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
18,Farkhojasteh Shadi,133,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
19,Boudraa Mohamed,156,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
20,Seront Carine,166,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
21,Gonçalves Dias Francisco,95,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
22,Bomboko Rodriguez Bijou,152,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
23,Steurs Jacques,79,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
24,Doucouré Assanatou,134,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
25,Coddens Michel,65,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
26,Bien Thuy An,109,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
27,Bokanowski Gérard,103,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
28,Mortier Cécile,124,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
29,Rebgui Mostafa,117,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
30,Abboud Mbayoko Gisele,199,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
31,Blau-Turner Georges,173,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
32,Beckers Mira,124,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
33,Jasinski Marc,99,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
34,Cuvelier Chantal,110,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
35,Hostetter Robert,80,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
36,Becquaert Anne,113,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
37,Flamme Philippe,114,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
38,Chaignon Mireille,123,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
39,Van Ryn Thomas,98,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
40,Vandevelde Agnès,122,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
41,Vogeleer Eric,111,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
42,Gronowski Katia,217,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
43,Dequévy Didier,182,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6086/lists/73.html
1,Hayette Bernard,582,1,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
2,El Fassi Chiraz,328,2,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
3,Norré Cedric,246,3,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
4,Batugowski Lise,146,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
5,Dobbelaere Dirk,139,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
6,Jakob Christine Muriele,141,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
7,Oamart Nizar,163,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
8,Lambert Viviane,128,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
9,Chabrillat Gilbert,80,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
10,Bwangombo Andes,136,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
11,Mages Quentin,99,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
12,Sirtaine Isabelle,122,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
13,Brodsky Jean Philippe,91,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
14,Tymen Alexandra,98,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
15,Leclercq Michel,121,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
16,Umulinga Kathy,139,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
17,Debusschere Pierre,77,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
18,Deveen Josiane,115,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
19,Dubois Alain,78,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
20,Ladouceur Chimene,143,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
21,Taquet Rene,68,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
22,Ottevaere Anne,83,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
23,Lastenouse Henri,57,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
24,Diaz Zamora Carmen Gloria,117,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
25,Smeyers Henri,64,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
26,Dragoni Silvia,91,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
27,Lete Nicolas,57,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
28,Maloba Valerie,97,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
29,Dayez Tiago,87,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
30,Kabachi Leïla,238,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
31,Ouziel Jacques,58,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
32,Boutlélis Leïla,147,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
33,Coia Toni,51,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
34,Gasore Eliane,72,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
35,Assal Yassine,158,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
36,Yangambi Kenny,73,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
37,Mputu Joao,154,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
38,Herremans Jacqueline,155,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
39,Fitwi Mesfin,57,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
40,Van Haecht Anne,86,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
41,Doutrelepont Gilles,166,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
42,Lagae Fleur,109,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
43,Rebuffat Jean,159,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6086/lists/94.html
1,De Belder Margareta,305,,Anderlecht,N-VA,http://bru2018.brussels/fr/results/municipalities/6086/lists/52.html
2,Coppieters de ter Zaele Arnold,115,,Anderlecht,N-VA,http://bru2018.brussels/fr/results/municipalities/6086/lists/52.html
3,Desaegher Dorothee,113,,Anderlecht,N-VA,http://bru2018.brussels/fr/results/municipalities/6086/lists/52.html
4,Denys Daniël,135,,Anderlecht,N-VA,http://bru2018.brussels/fr/results/municipalities/6086/lists/52.html
1,Dillies Boris,5656,1,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
2,Gol-Lescot Carine,1390,2,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
3,Biermann Jonathan,1586,3,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
4,Delwart Valentine,1388,4,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
5,Sax Eric,1032,6,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
6,François Sophie,926,7,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
7,Vanraes Jean-Luc,603,12,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
8,Czekalski Aurélie,525,15,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
9,Toussaint Jérôme,526,14,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
10,Delvoye Kathleen,655,10,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
11,Cornelis Stefan,498,16,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
12,Van Offelen Marion,681,9,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
13,Bruylant Michel,406,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
14,Culer Diane,844,8,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
15,Zygas Patrick,443,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
16,Issi Vanessa,634,11,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
17,Cohen Michel,598,13,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
18,Grebori Andrea,398,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
19,Somma Alexandre,229,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
20,Quix Priscilla,371,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
21,Bogaerts Charles-Albert,415,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
22,Morel de Westgaver Vinciane,379,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
23,Ma Patrick,176,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
24,Poma Charlotte,222,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
25,Roelandt Christophe,235,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
26,Sevy Liora,295,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
27,Rompteau Serge,128,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
28,Duysak Nevin,161,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
29,Destombes Michel,158,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
30,Plichart Anifa,169,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
31,Willermain Fabian,196,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
32,Münster Françoise,180,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
33,Van Der Elst Laurent,254,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
34,Deronchène Barbara,244,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
35,Convent Frederic,321,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
36,Monteiro Gilda,179,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
37,Sar Onur,151,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
38,Bascour-Pinte Sophie,284,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
39,Benjamin Walter,392,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
40,Attaei Sofia,177,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
41,Martroye de Joly Jacques,384,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
42,Moens de Fernig Sabine,411,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
43,Brotchi Jacques,1384,5,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6086/lists/108.html
1,Cools Marc,1795,1,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
2,Lederman-Bucquet Véronique,203,3,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
3,Van de Cauter Hans,146,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
4,Vilain Karine,185,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
5,de Halleux Guy,186,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
6,Mavinga Cathy,187,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
7,Hamende Olivier,149,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
8,De Vlaeminck Aurore,143,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
9,Thys Pierre,144,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
10,Housni Safia,139,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
11,Caputo Yves,71,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
12,Döhnert-Louis Michèle,78,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
13,Bindji Lambert,94,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
14,Cools Catherine,377,2,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
15,Kalonda André,211,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
16,Testaert-Sarrazin Maryse,135,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
17,Namour Amaury,92,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
18,Crisciu-Rusu Getta-Maria,65,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
19,Longheval Jérémy,63,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
20,Baudoux Pamela,65,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
21,Katebian Leon,48,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
22,Langbord Carine,91,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
23,Bodart Jean-Jacques,86,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
24,Lakhloufi Ahlam,125,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
25,Daphnis Michel,77,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
26,Van Nynatten Annie,68,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
27,Nikac Kévin,143,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
28,Chermanne Suzanne,62,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
29,Dannau Sébastien,106,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
30,Wozniak Jeanina,73,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
31,de Sauvage Philippe,117,,Anderlecht,UCCLE EN AVANT,http://bru2018.brussels/fr/results/municipalities/6086/lists/479.html
