Nr.,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
17,RIFLET Pascal,35,"1,92%",35,NA,21,Amay,AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-AMAY.PLUS
18,GUSTINELLI Sabrina,79,"4,34%",79,NA,5,Amay,AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-AMAY.PLUS
19,STOEFS Donat,41,"2,25%",41,NA,20,Amay,AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-AMAY.PLUS
20,MASILLON Anaïs,75,"4,12%",75,NA,7,Amay,AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-AMAY.PLUS
21,CASTRONOVO François,53,"2,91%",53,NA,17,Amay,AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-AMAY.PLUS
22,de GROOT - LOHAY Geneviève,70,"3,84%",70,NA,8,Amay,AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-AMAY.PLUS
23,NEYENS - VANDERVORST Josianne,92,"5,05%",92,NA,2,Amay,AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-AMAY.PLUS
1,LÉONARD Françoise,576,"16,92%",576,1,NA,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
2,VAN YDEGEM Nicolas,96,"2,82%",96,NA,11,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
3,MAUER Lissia,138,"4,05%",138,NA,3,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
4,VANDERVEKEN Xavier,122,"3,58%",122,NA,5,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
5,TARPATAKI Françoise,177,"5,20%",177,3,NA,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
6,FROIDBISE Thibaut,133,"3,91%",133,NA,4,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
7,ANTHOPOULOS Georgia,60,"1,76%",60,NA,26,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
8,ADAM François,92,"2,70%",92,NA,12,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
9,PONCELET Dominique,73,"2,14%",73,NA,19,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
10,BERTRAND Eric,99,"2,91%",99,NA,9,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
11,VERNIERS Dominique,84,"2,47%",84,NA,16,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
12,ZACHARY Fernand,66,"1,94%",66,NA,21,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
13,MASSART Virginie,156,"4,58%",156,NA,2,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
14,FLEMAL Geoffrey,65,"1,91%",65,NA,22,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
15,KESTEMAN Marine,87,"2,56%",87,NA,14,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
16,BUTERA Jean (Jean-Baptiste),65,"1,91%",65,NA,23,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
17,PIRE Mégane,78,"2,29%",78,NA,18,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
18,LOUIS Damien,165,"4,85%",165,NA,1,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
19,DUCHÊNE Fabienne,88,"2,59%",88,NA,13,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
20,TIRMARCHE Benjamin,82,"2,41%",82,NA,17,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
21,de ALMEIDA Clerecilda,64,"1,88%",64,NA,24,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
22,CLOSE Guillaume,62,"1,82%",62,NA,25,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
23,BALFROID Jessica,107,"3,14%",107,NA,6,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
24,HUBEAUX Julien,102,3%,102,NA,7,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
25,LALLEMAND Pascale,102,3%,102,NA,8,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
26,LEMPEREUR Frederic,86,"2,53%",86,NA,15,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
27,CLÉRISSE Sonia,70,"2,06%",70,NA,20,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
28,LÉONARD Pascal,97,"2,85%",97,NA,10,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
29,MAGNÉE Isabelle,212,"6,23%",212,2,NA,Andenne,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-MR
1,EERDEKENS Claude,3.397,"13,91%",3.397,1,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
2,CRUSPIN Sandrine,1.502,"6,15%",1.502,5,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
3,HAVELANGE Guy,1.504,"6,16%",1.504,4,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
4,MAUGUIT Marie (Marie-Christine),549,"2,25%",549,17,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
5,LEPAGE René,293,"1,20%",293,NA,12,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
6,BODART Christine,576,"2,36%",576,14,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
7,HENROTAUX André (Dédé),514,"2,11%",514,NA,2,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
8,TOMASI Yvonne,327,"1,34%",327,NA,9,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
9,BADOT Christian,828,"3,39%",828,8,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
10,SIMON-CASTELLAN Rosa (Rose),601,"2,46%",601,13,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
11,DELONGUEIL Sasha,304,"1,25%",304,NA,10,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
12,FRANÇOIS Natacha,555,"2,27%",555,16,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
13,FRANCKINIOULLE Joël,396,"1,62%",396,NA,7,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
14,LUONGO Cassandra,873,"3,58%",873,7,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
15,RASQUIN Philippe,659,"2,70%",659,10,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
16,SERESSIA Marie (Marie-Luce),574,"2,35%",574,15,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
17,GIOT Claude (Claudy),481,"1,97%",481,NA,4,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
18,DESTREE-COLLIGNON Georgiane,343,"1,40%",343,NA,8,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
19,ROBIJN Philippe,513,"2,10%",513,NA,3,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
20,ELSEN Nathalie,538,"2,20%",538,NA,1,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
21,GOOSSENS Kevin,641,"2,63%",641,11,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
22,VERHASSELT Lyzie,297,"1,22%",297,NA,11,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
23,PIRARD Kevin,636,"2,61%",636,12,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
24,PIERARD Mélissa,417,"1,71%",417,NA,6,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
25,TAFRATA Jawad,797,"3,26%",797,9,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
26,DE BEYS Aurore,418,"1,71%",418,NA,5,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
27,COSTANTINI Benjamin,1.897,"7,77%",1.897,3,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
28,MALISOUX Elisabeth,1.362,"5,58%",1.362,6,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
29,SAMPAOLI Vincent,2.622,"10,74%",2.622,2,NA,Andenne,PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-PSD@
1,SERMON Etienne,1.027,"7,88%",1.027,2,NA,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
2,DIEUDONNÉ-OLIVIER Martine,1.136,"8,72%",1.136,1,NA,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
3,MATTART Philippe,680,"5,22%",680,3,NA,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
4,HALLEUX Florence,535,"4,11%",535,9,NA,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
5,FURNELLE Vincent,387,"2,97%",387,NA,5,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
6,LOMBA Caroline,640,"4,91%",640,5,NA,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
7,MUSSEN Olivier,263,"2,02%",263,NA,19,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
8,STORDEUR Virginie,426,"3,27%",426,NA,2,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
9,SARTORI Eddy,439,"3,37%",439,NA,1,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
10,WERY Florence,333,"2,56%",333,NA,9,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
11,LUX Jean (Jean-Sébastien),295,"2,26%",295,NA,14,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
12,WILLIQUET Gwendoline,538,"4,13%",538,8,NA,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
13,MATHIEU Jean (Jean-Marie),356,"2,73%",356,NA,8,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
14,TRUFIN Caroline,392,"3,01%",392,NA,4,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
15,DEFOSSÉ Marc,282,"2,16%",282,NA,17,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
16,VAN MELLO Laure,380,"2,92%",380,NA,7,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
17,LIBERT Benoit,298,"2,29%",298,NA,13,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
18,VAN DAMME Bernadette,301,"2,31%",301,NA,12,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
19,BONANNO Giuseppe,233,"1,79%",233,NA,20,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
20,WATCHAP Franciane,284,"2,18%",284,NA,16,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
21,HUWART Jean-Yves,280,"2,15%",280,NA,18,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
22,LANGENSCHEID Cécile,288,"2,21%",288,NA,15,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
23,GILLET Emmanuel,399,"3,06%",399,NA,3,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
24,DEWEZ Caroline,318,"2,44%",318,NA,11,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
25,LEBLANC Pierre-Jean,332,"2,55%",332,NA,10,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
26,VOETS Martine,381,"2,92%",381,NA,6,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
27,MATTART Christian,565,"4,34%",565,7,NA,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
28,JACQUES-STORME Emmanuelle,579,"4,44%",579,6,NA,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
29,DOUMONT Hugues,659,"5,06%",659,4,NA,Andenne,AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-AD&N
1,THOLA Jean-Luc,93,100%,-,NA,NA,Andenne,TS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=171,Andenne-TS
1,PETITJEAN Paul,351,100%,-,NA,NA,Andenne,Le Renouveau,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=172,Andenne-Le Renouveau
1,TISON Philippe,1.374,"13,13%",1.374,1,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
2,GONZALEZ MOYANO Virginie,1.118,"10,68%",1.118,2,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
3,ZANOLA Rudy,952,"9,10%",952,3,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
4,RIZZO Lori,851,"8,13%",851,4,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
5,GUYOT Michaël,733,7%,733,5,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
6,DUSSART Roseline,465,"4,44%",465,7,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
7,MOSCARIELLO Annibale,479,"4,58%",479,6,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
8,STROOBANS Carine,265,"2,53%",265,NA,1,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
9,BACCATI Franco,304,"2,90%",304,13,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
10,GOURMEUR Nathalie,306,"2,92%",306,12,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
11,BIKÉ Philippe,335,"3,20%",335,11,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
12,MERCEDES Styvielanie,201,"1,92%",201,NA,8,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
13,GODAUX Thierry,229,"2,19%",229,NA,6,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
14,LARABI Dalila,382,"3,65%",382,9,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
15,HECTOR Maxime,252,"2,41%",252,NA,2,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
16,GUERLEMENT Aurélie,248,"2,37%",248,NA,3,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
17,LALLART Thierry,357,"3,41%",357,10,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
18,DENIS Elisabeth,231,"2,21%",231,NA,5,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
19,ENA Giuliano,299,"2,86%",299,14,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
20,LEQUEUX Sandrine,220,"2,10%",220,NA,7,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
21,BASTIN Alain,178,"1,70%",178,NA,9,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
22,BAUDUIN Marine,232,"2,22%",232,NA,4,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
23,PASTO Guglielmo,455,"4,35%",455,8,NA,Anderlues,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-PS
1,LABIAU Dimitri,34,"31,48%",-,NA,NA,Anderlues,WI,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=80,Anderlues-WI
2,JOSSE Laura,46,"42,59%",-,NA,NA,Anderlues,WI,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=80,Anderlues-WI
3,FOUGERE Willy,28,"25,93%",-,NA,NA,Anderlues,WI,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=80,Anderlues-WI
1,POLAIN Hadrien,1.283,"20,58%",1.283,1,NA,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
2,CUBI Corinne,832,"13,35%",832,2,NA,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
3,GUERLEMENT Nicolas,368,"5,90%",368,3,NA,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
4,DUCHÈNE Aurore,257,"4,12%",257,5,NA,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
5,MOTTE Francis,216,"3,47%",216,8,NA,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
6,BOUILLON Patricia,224,"3,59%",224,6,NA,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
7,LELEUX Stéphan,217,"3,48%",217,7,NA,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
8,FONTIGNIE Véronique,166,"2,66%",166,NA,8,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
9,EVRARD Michael,135,"2,17%",135,NA,12,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
10,PIZZANO Maria,190,"3,05%",190,NA,4,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
11,PIETERAERENS Thierry,155,"2,49%",155,NA,9,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
12,CATTERNAN Delphine,146,"2,34%",146,NA,10,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
13,DELPORTE Mike,119,"1,91%",119,NA,14,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
14,DEBELLE Laetitia,207,"3,32%",207,NA,1,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
15,MANINI Daniel,178,"2,86%",178,NA,7,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
16,DI TURI Lara,145,"2,33%",145,NA,11,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
17,FOUCART Eddy,181,"2,90%",181,NA,5,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
18,de JAMBLINNE de MEUX Maïdo,210,"3,37%",210,9,NA,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
19,TISAT Fabio,197,"3,16%",197,NA,3,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
20,PIAZZA Angelina (Angie),204,"3,27%",204,NA,2,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
21,PASTURE Sébastien (Exo),134,"2,15%",134,NA,13,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
22,GLINNE Elodie,180,"2,89%",180,NA,6,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
23,FLAMANT Jean-Marie,289,"4,64%",289,4,NA,Anderlues,AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-AJC
1,DERMINE Fabrice,73,"11,57%",-,NA,NA,Anderlues,GAUCHE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119,Anderlues-GAUCHE
2,MASQUELIER Béatrice,29,"4,60%",-,NA,NA,Anderlues,GAUCHE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119,Anderlues-GAUCHE
3,FANELLI David,25,"3,96%",-,NA,NA,Anderlues,GAUCHE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119,Anderlues-GAUCHE
4,DE MEYER Mélissa,26,"4,12%",-,NA,NA,Anderlues,GAUCHE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119,Anderlues-GAUCHE
5,HARBOUX Michel,20,"3,17%",-,NA,NA,Anderlues,GAUCHE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119,Anderlues-GAUCHE
6,NAVEZ Isabelle,24,"3,80%",-,NA,NA,Anderlues,GAUCHE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119,Anderlues-GAUCHE
7,DI BATTISTA Olivier,23,"3,65%",-,NA,NA,Anderlues,GAUCHE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119,Anderlues-GAUCHE
