Nr.,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
9,HOFER Simon,108,"2,96%",108,NA,6,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
10,MAUROY Anne,74,"2,03%",74,NA,19,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
11,VALKENBORG Hugo,115,"3,15%",115,NA,3,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
12,BEAUFAYS Sabine,115,"3,15%",115,NA,4,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
13,MUNDERE NDEKO Yves,89,"2,44%",89,NA,15,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
14,BOSSREZ Béatrice,92,"2,52%",92,NA,14,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
15,PAPADOPOULOS Louca,107,"2,93%",107,NA,7,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
16,MICHAUX Marie-Louise,88,"2,41%",88,NA,16,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
17,PAULY Julien,78,"2,14%",78,NA,17,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
18,JENDOT Laurence,103,"2,82%",103,NA,11,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
19,FRANÇOIS Edouard,175,"4,79%",175,NA,1,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
20,VIGLIUCCI Marianne,75,"2,05%",75,NA,18,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
21,BARY Pascal,71,"1,95%",71,NA,20,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
22,BOURLARD-HENRY Ginette,58,"1,59%",58,NA,22,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
23,GLIBERT Jean-Marie,101,"2,77%",101,NA,12,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
24,HOFER Danielle,123,"3,37%",123,NA,2,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
25,DEMARET Jean,314,"8,60%",314,2,NA,Jemeppe-sur-Sambre,Liste Mayeur,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=99,Jemeppe-sur-Sambre-Liste Mayeur
1,THORON Stéphanie,3.655,"23,44%",3.655,1,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
2,COLLARD-BOVY Pierre,1.122,"7,20%",1.122,2,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
3,MINET Muriel,650,"4,17%",650,6,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
4,BOULANGER Sebastien,492,"3,16%",492,13,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
5,VANDAM Dominique,524,"3,36%",524,11,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
6,EVRARD Jean-Luc,793,"5,09%",793,4,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
7,VANDECASSYE Danielle,498,"3,19%",498,12,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
8,BROUIR Claude,641,"4,11%",641,8,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
9,WAGEMANS-HANNARD Caroline,334,"2,14%",334,NA,4,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
10,VANROSSOMME Vincent,579,"3,71%",579,9,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
11,MAES Sylvianne,339,"2,17%",339,NA,3,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
12,GLORIEUX Jean-Louis,796,"5,11%",796,3,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
13,BOUGARD Virginie,353,"2,26%",353,16,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
14,LAMBERT Thomas,693,"4,45%",693,5,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
15,LAVIS Mireille,308,"1,98%",308,NA,6,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
16,SACRÉ Jean-Pierre,470,"3,01%",470,14,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
17,ROCCO Nathalie,237,"1,52%",237,NA,8,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
18,VANDENDAELEN Clément,237,"1,52%",237,NA,9,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
19,DESTAINT-MERCIER Véronique,290,"1,86%",290,NA,7,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
20,LEBBE Maxime,392,"2,51%",392,15,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
21,HOUBEN Valentine,326,"2,09%",326,NA,5,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
22,SOLOT Axel,343,"2,20%",343,NA,1,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
23,DOUMONT Eloïse,529,"3,39%",529,10,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
24,BOCQUET Raphaël,341,"2,19%",341,NA,2,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
25,DELVAUX José,648,"4,16%",648,7,NA,Jemeppe-sur-Sambre,JEM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=432,Jemeppe-sur-Sambre-JEM
1,CARLIER Philippe,1.294,"19,68%",1.294,1,NA,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
2,GROVONIUS Anne-Sophie,205,"3,12%",205,NA,5,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
3,SEVENANTS Christophe,517,"7,86%",517,3,NA,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
4,DEFRENE Bertha,200,"3,04%",200,NA,8,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
5,LEDIEU Armand,302,"4,59%",302,5,NA,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
6,PIETQUIN Isabelle,181,"2,75%",181,NA,10,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
7,SERON Pierre,578,"8,79%",578,2,NA,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
8,DUBOIS-DUPONT Marie-Ange,176,"2,68%",176,NA,11,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
9,ROMAINVILLE Régis,220,"3,35%",220,NA,2,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
10,MASSART Patricia,122,"1,86%",122,NA,18,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
11,LAMBERT Yves,104,"1,58%",104,NA,20,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
12,LAURENT - BEN EL HIOUEL Betty,129,"1,96%",129,NA,17,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
13,DECOUX Alain,159,"2,42%",159,NA,15,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
14,GODFROID Florence,167,"2,54%",167,NA,13,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
15,NZOLAMESO KINSAMBA François,186,"2,83%",186,NA,9,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
16,BANTUELLE Christine,114,"1,73%",114,NA,19,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
17,LAMBERT Santi,163,"2,48%",163,NA,14,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
18,RUTTEN Mélanie,225,"3,42%",225,NA,1,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
19,HNATON Jean-Michel,213,"3,24%",213,NA,4,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
20,PIERARD Isabelle,205,"3,12%",205,NA,6,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
21,BELOT Arnaud,170,"2,59%",170,NA,12,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
22,SALMON Janique,135,"2,05%",135,NA,16,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
23,CARLAIRE Fabrice,218,"3,32%",218,NA,3,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
24,BENAHMED Roxanne,203,"3,09%",203,NA,7,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
25,GOBERT Michel,389,"5,92%",389,4,NA,Jemeppe-sur-Sambre,PepS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92140&party=385,Jemeppe-sur-Sambre-PepS
1,SEGERS Michaël,405,"19,22%",405,1,NA,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
2,DEBECK Françoise,177,"8,40%",177,2,NA,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
3,BERTRAND Sylvain,145,"6,88%",145,NA,3,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
4,HOOFT Martine,128,"6,07%",128,NA,4,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
5,GOMEZ Philippe,70,"3,32%",70,NA,10,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
6,DJIYEHOUE Kwamba,166,"7,88%",166,4,NA,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
7,BERTRAND Serge,85,"4,03%",85,NA,9,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
8,VERHOEYEN Iris,128,"6,07%",128,NA,5,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
9,FLAHAUX Jean-Pierre,100,"4,75%",100,NA,7,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
10,BOSMANS Anne Sophie,159,"7,55%",159,NA,2,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
11,REY Clément,171,"8,12%",171,3,NA,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
12,VAN KEIRSBILCK Virginie,126,"5,98%",126,NA,6,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
13,CARDON de LICHTBUER Ben,87,"4,13%",87,NA,8,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
14,BERTRAND Mélanie,160,"7,59%",160,NA,1,Jodoigne,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=6,Jodoigne-ECOLO
1,DALCQ Philippe,491,"10,98%",491,1,NA,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
2,DELMEZ Annie,432,"9,66%",432,3,NA,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
3,JOYEUX Didier,488,"10,91%",488,2,NA,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
4,PEETERS Nicole,283,"6,33%",283,NA,3,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
5,BASTAITS Sébastien,377,"8,43%",377,4,NA,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
6,DALCQ Véronique,273,"6,10%",273,NA,4,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
7,REYGAERDTS Lloyd,319,"7,13%",319,5,NA,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
8,DEBUYSSCHER Géraldine,295,"6,60%",295,NA,2,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
9,SEVRIN Xavier,179,4%,179,NA,7,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
10,DIEZ-MALCHAIRE Madeleine,273,"6,10%",273,NA,5,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
11,GASPART Michel,115,"2,57%",115,NA,10,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
12,DANHIER Christine,119,"2,66%",119,NA,9,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
13,VANDERMEULEN Philippe,99,"2,21%",99,NA,11,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
14,SWEVERS Carine,166,"3,71%",166,NA,8,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
15,ROWET Bruno,261,"5,84%",261,NA,6,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
16,LEKENNE-VANNEUVILLE Madeleine,303,"6,77%",303,NA,1,Jodoigne,J'M,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=12,Jodoigne-J'M
1,MEURICE Jean-Luc,2.487,"16,64%",2.487,1,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
2,HENRIOULLE-DEMEESTER Ludivine,1.273,"8,52%",1.273,2,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
3,DEBROEK Olivier,1.252,"8,38%",1.252,3,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
4,HOUART-DE MEESTER Marie-Louise,819,"5,48%",819,5,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
5,BOUCHER Marc-Antoine,610,"4,08%",610,8,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
6,SANSDRAP-BLAVIER Christine,529,"3,54%",529,11,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
7,GAZIAUX Roland,322,"2,15%",322,NA,4,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
8,MINSART-DONEUX Nathalie,484,"3,24%",484,14,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
9,DUBOIS Humbert,760,"5,08%",760,7,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
10,PARMENTIER-LIBERT Nathalie,420,"2,81%",420,NA,2,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
11,BINET Jean-Noël,494,"3,31%",494,13,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
12,VANGRAMBEREN Karen,289,"1,93%",289,NA,6,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
13,INGELS Marcel,452,"3,02%",452,NA,1,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
14,PAQUE Séverine,294,"1,97%",294,NA,5,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
15,CRUGENAIRE Serge,510,"3,41%",510,12,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
16,DELVAUX Julie,347,"2,32%",347,NA,3,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
17,DE WILDE Johan,173,"1,16%",173,NA,9,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
18,SAMBREE Delphine,574,"3,84%",574,9,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
19,LAMY Lionel,261,"1,75%",261,NA,8,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
20,PAIROUX Marie-Pierre,279,"1,87%",279,NA,7,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
21,CORBISIER Christophe,553,"3,70%",553,10,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
22,DELMEZ Bénédicte,990,"6,62%",990,4,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
23,WAHL Jean-Paul,774,"5,18%",774,6,NA,Jodoigne,UC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM25048&party=9,Jodoigne-UC
1,SERVAES Christine,1.833,"20,78%",1.833,1,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
2,GREVESSE Jonathan,984,"11,16%",984,2,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
3,GHAYE Anne,564,"6,39%",564,5,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
4,PÂQUE Joseph,861,"9,76%",861,3,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
5,MERCENIER Chantal,265,3%,265,12,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
6,LABRO Jacky,227,"2,57%",227,NA,1,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
7,GÉVERS Carine,192,"2,18%",192,NA,3,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
8,PROESMANS Guido,368,"4,17%",368,6,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
9,HENUSSE Isabelle,176,2%,176,NA,5,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
10,GILLOT Gary,220,"2,49%",220,NA,2,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
11,SERONVALLE Lauriane,347,"3,93%",347,7,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
12,de GRADY de HORION Emile,188,"2,13%",188,NA,4,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
13,PAHAUT-ROUSSEAU Véronique,81,"0,92%",81,NA,8,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
14,LUNSKENS Lucien,241,"2,73%",241,13,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
15,LAZZARI-GHYSEN Isabelle,271,"3,07%",271,11,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
