Nr,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
8,BOLLE Martial,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
9,LEKENNE Annick,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
10,RABOLLI Guillaume,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
11,DELATTE Laurence,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
12,CORNEZ Jean-François,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
13,TASSET Isabelle,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
14,CHAMBEAU Marc,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
15,MINET Daphné,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
1,POULIN Christine,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
2,GOFFIN Serge,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
3,LECLERCQ Nathalie,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
4,FILBICHE Marc,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
5,SELVAIS Bernadette,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
6,GEUBEL Marc,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
7,HAUTENNE-DE WANNEMAEKER Sylvie,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
8,DECHAMPS Philippe,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
9,EVRARD Anne-Pascale,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
10,CHINTINNE Thierry,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
11,MASSET Bénédicte,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
12,RECUERO LOPEZ Augustin,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
13,DUCAT Sophie,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
14,LOISSE Dimitri,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
15,PLANCHON Vinciane,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
16,LIESSENS Matthieu,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
17,VANDEN BERGHE Laura,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
18,FOURMEAU Philippe,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
19,MARONET Christelle,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
20,CHERMANNE Maxime,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
21,VAN STAPPEN Lara,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
22,BOGAERTS Eric,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
23,DELBART Amandine,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
24,BAYOT Jean-Pierre,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
25,ROBERT-DECLERCQ Maryse,0,0%,0,NA,NA,Walcourt,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=8,Walcourt-11 LB
1,LIESSENS Thierry,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
2,ZACHOS Stiliani,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
3,HENRARD Ludovic,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
4,CAVILLOT Véronique,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
5,JACQUES Noël,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
6,VERSTAPPEN Mathilde,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
7,ROLIN Jean-Damien,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
8,EVERARD Aurélie,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
9,PALMERI Giuseppe,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
10,CHINTINNE Anne,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
11,FONTAINE Tarquin,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
12,LAMBOTTE Aurélie,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
13,HUNIN Alain,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
14,VAN ROMPAIJ Elodie,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
15,TAMENNE Dominique,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
16,GONFROID Martine,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
17,QUERTAIN Michel,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
18,LAPIERRE Marie-Françoise,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
19,KAUS Laurent,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
20,HENRARD Zélie,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
21,OCEJO Y VEGA Luis-Alfonso,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
22,RANWEZ Patricia,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
23,DECOUVREUR Christian,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
24,DUPONT Sabine,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
25,HALLOY Bruno,0,0%,0,NA,NA,Walcourt,Solidarité.C,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=149,Walcourt-11 LB
1,MARTENS Aline,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
2,LEROY Thomas,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
3,LECLERCQ France,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
4,MONT Etienne,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
5,DELCOIGNE Sophie,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
6,LAMBERT Benjamin,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
7,MICHIELS Isabelle,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
8,BAYENS Jean,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
9,NEGEL Jocelyne,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
10,DESORMEAUX Richard,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
11,LAURENT Agnès,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
12,DENIS Philippe,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
13,SENTE Christine,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
14,LECLERCQ Laurent,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
15,LEFEBVRE Murielle,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
16,VINCENT Michaël,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
17,HANNECART Blanche,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
18,BROUSMICHE Laurent,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
19,D'ANTONI Stephan,0,0%,-,NA,NA,Walcourt,Oxygène-Autre,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=146,Walcourt-11 LB
1,CHARLIER Michel,0,0%,0,NA,NA,Walcourt,CHARLIER,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=147,Walcourt-11 LB
1,GILLET Jean-Marie,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
2,LEMAIRE Nadia,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
3,EYLENBOSCH Vincent,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
4,NAMUROIS Agnès,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
5,LÉPINE Emmanuel,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
6,LETHÉ Maud,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
7,ART Nicolas,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
8,BONUS Justine,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
9,VANDEN BROECKE Maxime,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
10,GALLEZ Danielle,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
11,DAWAGNE Joseph,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
12,CHAIDRON Edith,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
13,SCANDELLA Laurent,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
14,BEELEN Larissa,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
15,EYLENBOSCH Adrian,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
16,RONSE-INSTALLÉ Cathérine,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
17,BYL Michel,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
18,LAUVAUX Anne-Marie,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
19,GILARD Vincianne,0,0%,0,NA,NA,Walhain,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=6,Walhain-11 LB
1,SMETS Laurence,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
2,HAYET Didier,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
3,DELAUNOIS-MOUREAU Andrée,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
4,STRAPART Philippe,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
5,DENEF-GOMAND Isabelle,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
6,MARTIN Philippe,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
7,JADOUILLE Anne-Michèle,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
8,BAUWENS Yves,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
9,DELVILLE-GRANDGAGNAGE Bénédicte,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
10,DELFORGE Jean-Paul,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
11,KEKENBOSCH Francine,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
12,WAFFLARD Alain,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
13,AMEN Alison,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
14,OLBRECHTS Robert,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
15,BOUSMAN-ART Delphine,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
16,GILOT Jean-Luc,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
17,BREYNE Ria,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
18,PRAIL Jules,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
19,THOMAS-SCHLEICH Nicole,0,0%,0,NA,NA,Walhain,WAL1,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=398,Walhain-11 LB
1,DUBOIS Xavier,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
2,VAN BAVEL-DE COCQ Isabelle,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
3,PETRONIN Olivier,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
4,HAUBRUGE Mélanie,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
5,FLAHAUT Raymond,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
6,DÉSIRANT Anne-Françoise,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
7,PETRE Frédéric,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
8,HENRY Pascale,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
9,CASSART Geoffroy,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
10,ROSY Carine,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
11,LIZEN Cyrill,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
12,BISTON Aurélie,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
13,NIEUWENHUYS Jean-François,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
14,FIERENS GEVAERT Claire,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
15,LIENART van LIDTH de JEUD Geoffroy,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
16,MONCOUSIN Marcelle,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
17,LENGELE André,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
18,VANDENBOSCH Bernadette,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
19,SPRIMONT Serge-Francis,0,0%,0,NA,NA,Walhain,AVENIR COMMUNAL,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM25124&party=399,Walhain-11 LB
1,PARENT Nicolas,0,0%,0,NA,NA,Wanze,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61072&party=6,Wanze-11 LB
2,LEBEAU Caroline,0,0%,0,NA,NA,Wanze,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61072&party=6,Wanze-11 LB
3,LEMMENS Alexandre,0,0%,0,NA,NA,Wanze,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61072&party=6,Wanze-11 LB
4,MERCIER Valérie,0,0%,0,NA,NA,Wanze,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61072&party=6,Wanze-11 LB
5,LAMBION William,0,0%,0,NA,NA,Wanze,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61072&party=6,Wanze-11 LB
6,LEROY Laurence,0,0%,0,NA,NA,Wanze,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61072&party=6,Wanze-11 LB
7,DUBUFFET Olivier,0,0%,0,NA,NA,Wanze,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61072&party=6,Wanze-11 LB
8,LONGREE Cindy,0,0%,0,NA,NA,Wanze,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61072&party=6,Wanze-11 LB
9,JUEN Aurélien,0,0%,0,NA,NA,Wanze,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61072&party=6,Wanze-11 LB
