Nr,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
16,STROOBANTS Nancy,0,0%,0,NA,NA,Amay,AMAY.PLUS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-11 LB
17,RIFLET Pascal,0,0%,0,NA,NA,Amay,AMAY.PLUS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-11 LB
18,GUSTINELLI Sabrina,0,0%,0,NA,NA,Amay,AMAY.PLUS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-11 LB
19,STOEFS Donat,0,0%,0,NA,NA,Amay,AMAY.PLUS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-11 LB
20,MASILLON Anaïs,0,0%,0,NA,NA,Amay,AMAY.PLUS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-11 LB
21,CASTRONOVO François,0,0%,0,NA,NA,Amay,AMAY.PLUS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-11 LB
22,de GROOT - LOHAY Geneviève,0,0%,0,NA,NA,Amay,AMAY.PLUS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-11 LB
23,NEYENS - VANDERVORST Josianne,0,0%,0,NA,NA,Amay,AMAY.PLUS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7,Amay-11 LB
1,LÉONARD Françoise,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
2,VAN YDEGEM Nicolas,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
3,MAUER Lissia,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
4,VANDERVEKEN Xavier,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
5,TARPATAKI Françoise,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
6,FROIDBISE Thibaut,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
7,ANTHOPOULOS Georgia,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
8,ADAM François,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
9,PONCELET Dominique,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
10,BERTRAND Eric,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
11,VERNIERS Dominique,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
12,ZACHARY Fernand,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
13,MASSART Virginie,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
14,FLEMAL Geoffrey,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
15,KESTEMAN Marine,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
16,BUTERA Jean (Jean-Baptiste),0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
17,PIRE Mégane,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
18,LOUIS Damien,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
19,DUCHÊNE Fabienne,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
20,TIRMARCHE Benjamin,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
21,de ALMEIDA Clerecilda,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
22,CLOSE Guillaume,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
23,BALFROID Jessica,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
24,HUBEAUX Julien,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
25,LALLEMAND Pascale,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
26,LEMPEREUR Frederic,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
27,CLÉRISSE Sonia,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
28,LÉONARD Pascal,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
29,MAGNÉE Isabelle,0,0%,0,NA,NA,Andenne,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5,Andenne-11 LB
1,EERDEKENS Claude,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
2,CRUSPIN Sandrine,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
3,HAVELANGE Guy,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
4,MAUGUIT Marie (Marie-Christine),0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
5,LEPAGE René,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
6,BODART Christine,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
7,HENROTAUX André (Dédé),0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
8,TOMASI Yvonne,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
9,BADOT Christian,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
10,SIMON-CASTELLAN Rosa (Rose),0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
11,DELONGUEIL Sasha,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
12,FRANÇOIS Natacha,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
13,FRANCKINIOULLE Joël,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
14,LUONGO Cassandra,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
15,RASQUIN Philippe,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
16,SERESSIA Marie (Marie-Luce),0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
17,GIOT Claude (Claudy),0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
18,DESTREE-COLLIGNON Georgiane,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
19,ROBIJN Philippe,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
20,ELSEN Nathalie,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
21,GOOSSENS Kevin,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
22,VERHASSELT Lyzie,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
23,PIRARD Kevin,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
24,PIERARD Mélissa,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
25,TAFRATA Jawad,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
26,DE BEYS Aurore,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
27,COSTANTINI Benjamin,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
28,MALISOUX Elisabeth,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
29,SAMPAOLI Vincent,0,0%,0,NA,NA,Andenne,PSD@,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170,Andenne-11 LB
1,SERMON Etienne,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
2,DIEUDONNÉ-OLIVIER Martine,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
3,MATTART Philippe,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
4,HALLEUX Florence,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
5,FURNELLE Vincent,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
6,LOMBA Caroline,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
7,MUSSEN Olivier,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
8,STORDEUR Virginie,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
9,SARTORI Eddy,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
10,WERY Florence,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
11,LUX Jean (Jean-Sébastien),0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
12,WILLIQUET Gwendoline,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
13,MATHIEU Jean (Jean-Marie),0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
14,TRUFIN Caroline,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
15,DEFOSSÉ Marc,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
16,VAN MELLO Laure,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
17,LIBERT Benoit,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
18,VAN DAMME Bernadette,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
19,BONANNO Giuseppe,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
20,WATCHAP Franciane,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
21,HUWART Jean-Yves,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
22,LANGENSCHEID Cécile,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
23,GILLET Emmanuel,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
24,DEWEZ Caroline,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
25,LEBLANC Pierre-Jean,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
26,VOETS Martine,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
27,MATTART Christian,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
28,JACQUES-STORME Emmanuelle,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
29,DOUMONT Hugues,0,0%,0,NA,NA,Andenne,ADN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105,Andenne-11 LB
1,THOLA Jean-Luc,0,0%,0,NA,NA,Andenne,TS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=171,Andenne-11 LB
1,PETITJEAN Paul,0,0%,0,NA,NA,Andenne,LE RENOUVEAU,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=172,Andenne-11 LB
1,TISON Philippe,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
2,GONZALEZ MOYANO Virginie,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
3,ZANOLA Rudy,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
4,RIZZO Lori,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
5,GUYOT Michaël,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
6,DUSSART Roseline,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
7,MOSCARIELLO Annibale,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
8,STROOBANS Carine,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
9,BACCATI Franco,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
10,GOURMEUR Nathalie,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
11,BIKÉ Philippe,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
12,MERCEDES Styvielanie,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
13,GODAUX Thierry,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
14,LARABI Dalila,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
15,HECTOR Maxime,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
16,GUERLEMENT Aurélie,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
17,LALLART Thierry,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
18,DENIS Elisabeth,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
19,ENA Giuliano,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
20,LEQUEUX Sandrine,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
21,BASTIN Alain,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
22,BAUDUIN Marine,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
23,PASTO Guglielmo,0,0%,0,NA,NA,Anderlues,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8,Anderlues-11 LB
1,LABIAU Dimitri,0,0%,0,NA,NA,Anderlues,WI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=80,Anderlues-11 LB
2,JOSSE Laura,0,0%,0,NA,NA,Anderlues,WI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=80,Anderlues-11 LB
3,FOUGERE Willy,0,0%,0,NA,NA,Anderlues,WI,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=80,Anderlues-11 LB
1,POLAIN Hadrien,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
2,CUBI Corinne,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
3,GUERLEMENT Nicolas,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
4,DUCHÈNE Aurore,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
5,MOTTE Francis,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
6,BOUILLON Patricia,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
7,LELEUX Stéphan,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
8,FONTIGNIE Véronique,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
9,EVRARD Michael,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
10,PIZZANO Maria,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
11,PIETERAERENS Thierry,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
12,CATTERNAN Delphine,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
13,DELPORTE Mike,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
14,DEBELLE Laetitia,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
15,MANINI Daniel,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
16,DI TURI Lara,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
17,FOUCART Eddy,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
18,de JAMBLINNE de MEUX Maïdo,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
19,TISAT Fabio,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
20,PIAZZA Angelina (Angie),0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
21,PASTURE Sébastien (Exo),0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
22,GLINNE Elodie,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
23,FLAMANT Jean-Marie,0,0%,0,NA,NA,Anderlues,AJC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118,Anderlues-11 LB
1,DERMINE Fabrice,0,0%,0,NA,NA,Anderlues,GAUCHE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119,Anderlues-11 LB
2,MASQUELIER Béatrice,0,0%,0,NA,NA,Anderlues,GAUCHE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119,Anderlues-11 LB
3,FANELLI David,0,0%,0,NA,NA,Anderlues,GAUCHE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119,Anderlues-11 LB
4,DE MEYER Mélissa,0,0%,0,NA,NA,Anderlues,GAUCHE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119,Anderlues-11 LB
