numero,liste,resultat_2019,resultat_2014,pourcent_2019,pourcent_2014,evolution_en_pourcent,commune,lien,INS,Entités administratives,Langue,Administratieve eenheden,Province,Region
NA,PTB*PVDA-GO !,-,612,-,"3,63%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
13,LISTES DESTEXHE,419,-,"2,57%",-,-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
17,PS,2.214,3.281,"13,59%","19,45%","-5,86%",Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,sp.a,-,234,-,"1,39%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,MG,-,17,-,"0,10%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,LA DROITE,-,57,-,"0,34%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,DEBOUT LES BELGES!,-,359,-,"2,13%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,GAUCHES COMMUNES,-,51,-,"0,30%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,NATION,-,30,-,"0,18%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,Agora Erasmus,-,16,-,"0,09%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,PARTI LIBERTARIEN,-,38,-,"0,23%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,Égalitaires !,-,15,-,"0,09%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,LaLutte-DeStrijd,-,7,-,"0,04%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,ISLAM,-,203,-,"1,20%",-,Etterbeek,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21005,21005,Etterbeek,FN,Etterbeek,BXL,RÉGION DE BRUXELLES-CAPITALE
2,ECOLO,2.780,1.289,"16,25%","7,49%","+8,76%",Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
3,Open Vld,404,595,"2,36%","3,46%","-1,09%",Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
5,CDH,890,1.485,"5,20%","8,63%","-3,42%",Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
6,MR,2.372,3.284,"13,86%","19,08%","-5,21%",Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
7,PARTI POPULAIRE,446,505,"2,61%","2,93%","-0,33%",Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
8,N-VA,720,516,"4,21%","3,00%","+1,21%",Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
9,VLAAMS BELANG,382,242,"2,23%","1,41%","+0,83%",Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
10,CD&V,251,309,"1,47%","1,79%","-0,33%",Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
11,DéFI,2.027,-,"11,85%",-,"-0,22%",Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,FDF,-,2.078,-,"12,07%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
12,PTB*PVDA,1.926,-,"11,26%",-,"+8,20%",Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,PTB*PVDA-GO !,-,526,-,"3,06%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
13,LISTES DESTEXHE,529,-,"3,09%",-,-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
17,PS,4.383,5.020,"25,62%","29,16%","-3,54%",Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,sp.a,-,226,-,"1,31%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,MG,-,17,-,"0,10%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,LA DROITE,-,94,-,"0,55%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,DEBOUT LES BELGES!,-,371,-,"2,15%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,GAUCHES COMMUNES,-,42,-,"0,24%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,NATION,-,235,-,"1,37%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,Agora Erasmus,-,14,-,"0,08%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,PARTI LIBERTARIEN,-,24,-,"0,14%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,Égalitaires !,-,37,-,"0,21%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,LaLutte-DeStrijd,-,10,-,"0,06%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,ISLAM,-,297,-,"1,73%",-,Evere,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21006,21006,Evere,FN,Evere,BXL,RÉGION DE BRUXELLES-CAPITALE
2,ECOLO,5.893,2.998,"27,37%","13,75%","+13,62%",Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
3,Open Vld,331,354,"1,54%","1,62%","-0,09%",Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
5,CDH,969,1.894,"4,50%","8,69%","-4,19%",Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
6,MR,2.896,4.726,"13,45%","21,67%","-8,23%",Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
7,PARTI POPULAIRE,330,294,"1,53%","1,35%","+0,18%",Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
8,N-VA,431,358,"2,00%","1,64%","+0,36%",Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
9,VLAAMS BELANG,213,177,"0,99%","0,81%","+0,18%",Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
10,CD&V,183,215,"0,85%","0,99%","-0,14%",Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
11,DéFI,2.198,-,"10,21%",-,"+0,87%",Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,FDF,-,2.036,-,"9,34%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
12,PTB*PVDA,3.106,-,"14,42%",-,"+9,29%",Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,PTB*PVDA-GO !,-,1.119,-,"5,13%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
13,LISTES DESTEXHE,504,-,"2,34%",-,-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
17,PS,4.480,6.065,"20,80%","27,81%","-7,01%",Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,sp.a,-,269,-,"1,23%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,MG,-,32,-,"0,15%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,LA DROITE,-,62,-,"0,28%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,DEBOUT LES BELGES!,-,493,-,"2,26%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,GAUCHES COMMUNES,-,106,-,"0,49%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,NATION,-,103,-,"0,47%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,Agora Erasmus,-,13,-,"0,06%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,PARTI LIBERTARIEN,-,29,-,"0,13%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,Égalitaires !,-,29,-,"0,13%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,LaLutte-DeStrijd,-,11,-,"0,05%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,ISLAM,-,422,-,"1,94%",-,Forest,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21007,21007,Forest,FN,Vorst,BXL,RÉGION DE BRUXELLES-CAPITALE
2,ECOLO,1.859,852,"16,25%","7,24%","+9,01%",Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
3,Open Vld,466,681,"4,07%","5,79%","-1,71%",Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
5,CDH,1.132,1.174,"9,89%","9,98%","-0,08%",Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
6,MR,1.771,2.592,"15,48%","22,02%","-6,54%",Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
7,PARTI POPULAIRE,284,340,"2,48%","2,89%","-0,41%",Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
8,N-VA,627,521,"5,48%","4,43%","+1,05%",Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
9,VLAAMS BELANG,306,194,"2,67%","1,65%","+1,03%",Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
10,CD&V,230,302,"2,01%","2,57%","-0,56%",Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
11,DéFI,985,-,"8,61%",-,"-0,60%",Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,FDF,-,1.084,-,"9,21%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
12,PTB*PVDA,1.274,-,"11,14%",-,"+8,38%",Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,PTB*PVDA-GO !,-,324,-,"2,75%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
13,LISTES DESTEXHE,337,-,"2,95%",-,-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
17,PS,2.170,2.781,"18,97%","23,63%","-4,66%",Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,sp.a,-,251,-,"2,13%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,MG,-,10,-,"0,08%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,LA DROITE,-,67,-,"0,57%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,DEBOUT LES BELGES!,-,306,-,"2,60%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,GAUCHES COMMUNES,-,23,-,"0,20%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,NATION,-,54,-,"0,46%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,Agora Erasmus,-,3,-,"0,03%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,PARTI LIBERTARIEN,-,21,-,"0,18%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,Égalitaires !,-,12,-,"0,10%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,LaLutte-DeStrijd,-,2,-,"0,02%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,ISLAM,-,175,-,"1,49%",-,Ganshoren,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21008,21008,Ganshoren,FN,Ganshoren,BXL,RÉGION DE BRUXELLES-CAPITALE
2,ECOLO,8.908,4.640,"31,20%","16,14%","+15,07%",Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
3,Open Vld,721,626,"2,53%","2,18%","+0,35%",Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
5,CDH,1.229,2.057,"4,30%","7,15%","-2,85%",Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
6,MR,5.618,7.696,"19,68%","26,77%","-7,09%",Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
7,PARTI POPULAIRE,368,397,"1,29%","1,38%","-0,09%",Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
8,N-VA,768,572,"2,69%","1,99%","+0,70%",Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
9,VLAAMS BELANG,209,160,"0,73%","0,56%","+0,18%",Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
10,CD&V,263,316,"0,92%","1,10%","-0,18%",Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
11,DéFI,2.501,-,"8,76%",-,"-0,89%",Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,FDF,-,2.775,-,"9,65%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
12,PTB*PVDA,2.921,-,"10,23%",-,"+4,76%",Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,PTB*PVDA-GO !,-,1.574,-,"5,47%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
13,LISTES DESTEXHE,754,-,"2,64%",-,-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
17,PS,4.289,6.159,"15,02%","21,42%","-6,40%",Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,sp.a,-,417,-,"1,45%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,MG,-,47,-,"0,16%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,LA DROITE,-,120,-,"0,42%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,DEBOUT LES BELGES!,-,533,-,"1,85%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,GAUCHES COMMUNES,-,157,-,"0,55%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,NATION,-,49,-,"0,17%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,Agora Erasmus,-,26,-,"0,09%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,PARTI LIBERTARIEN,-,66,-,"0,23%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,Égalitaires !,-,37,-,"0,13%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,LaLutte-DeStrijd,-,19,-,"0,07%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
NA,ISLAM,-,310,-,"1,08%",-,Ixelles,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21009,21009,Ixelles,FN,Elsene,BXL,RÉGION DE BRUXELLES-CAPITALE
2,ECOLO,4.443,2.236,"19,15%","9,39%","+9,76%",Jette,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21010,21010,Jette,FN,Jette,BXL,RÉGION DE BRUXELLES-CAPITALE
3,Open Vld,751,916,"3,24%","3,85%","-0,61%",Jette,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21010,21010,Jette,FN,Jette,BXL,RÉGION DE BRUXELLES-CAPITALE
5,CDH,2.177,2.882,"9,38%","12,11%","-2,72%",Jette,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21010,21010,Jette,FN,Jette,BXL,RÉGION DE BRUXELLES-CAPITALE
6,MR,3.006,4.743,"12,96%","19,93%","-6,97%",Jette,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21010,21010,Jette,FN,Jette,BXL,RÉGION DE BRUXELLES-CAPITALE
7,PARTI POPULAIRE,465,578,"2,00%","2,43%","-0,42%",Jette,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21010,21010,Jette,FN,Jette,BXL,RÉGION DE BRUXELLES-CAPITALE
8,N-VA,1.128,923,"4,86%","3,88%","+0,98%",Jette,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21010,21010,Jette,FN,Jette,BXL,RÉGION DE BRUXELLES-CAPITALE
9,VLAAMS BELANG,692,385,"2,98%","1,62%","+1,37%",Jette,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX21010,21010,Jette,FN,Jette,BXL,RÉGION DE BRUXELLES-CAPITALE
